_1,_2
7.5,0.016643172248793643
11.0,0.03182298860062
4.5,0.00548210089626924
14.5,0.06356589422864818
4.0,0.00471410774397957
6.0,0.016585371944081148
9.0,0.021709297017477286
8.5,0.013239213939645266
7.0,0.014520541794154969
10.5,0.03932198101474879
12.5,0.0398516011815261
12.0,0.026429317266688405
15.5,0.057248775469350296
11.5,0.017477783937300612
14.5,0.029472508332546173
14.0,0.03375812244719926
13.0,0.010573124230708891
24.5,0.06777501649367311
9.5,0.014725502270697967
17.0,0.05929819181139871
6.0,0.00954595883464975
33.5,0.1468311149851645
16.0,0.04811655357477151
9.5,0.029269927516130483
7.0,0.01482935926664386
10.0,0.0240296256035054
3.0,0.0012746798212643555
5.0,0.00831000432754856
5.0,0.008856416781145333
5.0,0.009584233106485785
10.7,0.04446894554611567
6.0,0.015212536807254965
5.0,0.010417462606618124
7.5,0.0176549716061774
11.5,0.009661079128960299
6.0,0.010622144922063004
5.5,0.0185897348705942
9.5,0.019441115374019782
10.5,0.03033494181433295
11.0,0.03864020821292438
11.5,0.03169061515548175
5.5,0.01335460734274135
7.0,0.02708445374375161
10.0,0.01783250529256114
12.5,0.0366385809551523
5.0,0.006704654658632627
10.5,0.03110052379579547
9.5,0.017047067735009244
14.5,0.040245321010784735
5.5,0.007162958339355595
9.5,0.03512889158490805
9.0,0.020369187503127592
23.0,0.08126104512543682
9.5,0.011094514979302608
9.5,0.02750277073515262
23.5,0.07508355356749791
9.5,0.034108470905749144
12.5,0.03361027562015656
13.0,0.011505433035505178
17.5,0.06432910840240882
11.0,0.021106390413586112
14.5,0.023640576441448492
10.0,0.0212766773858773
5.0,0.007855068403823516
7.0,0.014309335721664521
7.5,0.01176054834084773
7.0,0.015474582647781758
32.0,0.11387043886139339
7.5,0.019792728711899833
33.5,0.15308958299803757
14.5,0.022480675133889592
7.0,0.016147836566036217
4.5,0.012669643370260799
12.5,0.04538040971774347
9.0,0.026024437335807452
6.0,0.006935136415232538
52.0,0.1854824564892888
16.5,0.054329494328092476
6.5,0.013304233474118929
10.0,0.021997360077811282
10.5,0.026566078711053955
14.0,0.049359014164737265
6.5,0.016969145575280488
5.5,0.01158107158953341
17.5,0.041108283082562536
6.5,0.019128804668517466
7.0,0.008978047844638324
4.5,0.012350124079217864
11.0,0.02820144569068012
31.5,0.10615416286597823
11.5,0.048481959898176476
8.5,0.02457257460013783
13.0,0.0522949890150535
52.0,0.23246900738357254
30.0,0.13338835253650408
5.5,0.009375333904240843
28.0,0.10723801458165759
31.0,0.12897822086143437
36.5,0.13356765453555963
12.0,0.03542694645466357
21.5,0.06828473051838718
6.5,0.01721678996180646
26.5,0.08793965477115424
12.5,0.02458190089201358
15.0,0.04417974094625633
7.0,0.00885462809393486
7.5,0.0064107630424025475
6.0,0.007742903329156991
9.5,0.02557315006371343
14.0,0.026521311760440473
14.0,0.035753872179921924
5.5,0.01391773098278266
10.5,0.021368603458945284
9.0,0.02168025895871243
7.2,0.02755486465308736
6.5,0.011263720379495605
21.0,0.07726843847724998
10.0,0.020676786666476675
4.0,0.005754753727924103
-5.0,0.0046963865762233705
9.0,0.019290500128539972
10.0,0.02401004520704367
21.5,0.08734641578358784
4.0,0.006152770854490515
7.5,0.023761915842312333
26.5,0.11509252385340636
7.5,0.01791285531738797
15.5,0.021780483646008708
15.0,0.04411583126714334
13.5,0.04500215680240313
9.0,0.03261578587737033
4.0,0.005343895289487862
6.0,0.014186118533032855
7.5,0.01908900278284971
11.5,0.03625850727607312
11.0,0.022919626890298857
12.5,0.04713126521312041
15.5,0.05580352748343321
5.0,0.00514877873514165
52.0,0.21548352786891148
7.0,0.01655015454119752
9.0,0.022143543174008844
8.5,0.018787470396201603
7.5,0.018206504233883793
8.0,0.02505512795040341
16.0,0.05520164307741853
27.5,0.09588217104472126
28.0,0.10089616660451385
7.5,0.017708285308067447
6.5,0.016148512878533864
9.5,0.020094982656718573
15.0,0.03036320096403999
5.5,8.476271058491208E-4
22.5,0.0564268049254209
22.0,0.07024540251534196
8.0,0.022213747331378344
8.0,0.02855052873519616
11.0,0.03130515268254833
6.0,0.016088901213666393
4.5,0.01057786318639528
7.5,0.015358806877310723
32.0,0.1501504348995007
2.5,0.01233821770291252
8.0,0.0179680360420288
18.0,0.06408877824161037
10.0,0.024964446812104694
8.0,0.01704341849626142
4.0,0.007081598907777925
40.0,0.1657216613183449
8.0,0.023888170656013934
9.0,0.008984629255563642
3.5,0.003212973921864226
2.5,0.14256350360855669
4.0,0.006674068791621982
8.0,0.01401167749043099
13.0,0.04252130724760868
8.5,0.019012532302903774
9.5,0.019068030530744535
4.0,0.00687259823125382
3.5,0.005727420825583378
6.0,0.011829467251503356
7.5,0.020117353524291476
4.5,0.009720972166894873
8.5,0.013082937374417979
10.5,0.025913986516473246
7.5,0.016940335260147744
8.0,0.014501823900751625
9.5,0.02578825864388423
8.0,0.019465964699490388
21.0,0.06333207457799223
13.5,0.03688355193673837
7.5,0.012814671933645237
6.0,0.01162723731487115
11.5,0.024086381874743535
5.5,0.017585268241467965
21.5,0.06726129128358332
6.0,0.012091353801479028
25.5,0.09703657237411985
12.0,0.012259079716202017
8.0,0.020316944415536314
15.0,0.035847910980381315
8.5,0.016571523069364595
52.0,0.2283740668963943
6.5,0.018646316715464472
19.5,0.03599045553826222
6.5,0.012619862649309688
6.5,0.01373937242836879
6.5,0.01436986890274398
3.5,0.006353431834279034
9.0,0.022192259288251026
39.5,0.1216603368298355
7.5,0.013537083595394706
8.0,0.017529054868509884
27.0,0.05131808661071706
10.0,0.0306928078975557
33.5,0.10359434496378699
15.5,0.044948430090639174
15.5,0.043460014895818445
6.5,0.007905264986079637
10.5,0.019323985242097896
10.5,0.03378818806615151
16.0,0.059734997233266474
6.5,0.008400612129569615
11.5,0.03334945125214217
6.5,0.01820251264087029
18.5,0.05786429532909357
6.0,0.013266876538669878
7.5,0.01768456788620997
12.0,0.03567061812801395
10.5,0.025743944831412836
7.0,0.00906388526664358
12.0,0.03397166864821151
6.0,0.012059165536679642
10.5,0.018324484686206607
6.0,0.011233425269517256
3.5,0.005107885336498818
4.5,0.007828261636269176
8.0,0.016342022393882775
8.0,0.019023601528949816
5.0,0.009689358087937498
12.0,0.029523309463283028
6.0,0.01563619840065509
4.0,0.009235135484418282
7.5,0.013919137721604307
13.0,0.024287146655315995
6.5,0.014043112559769306
16.0,0.035895000965270374
20.5,0.06512558660451373
4.5,0.007678375371496825
5.0,0.009740547675065476
10.0,0.019977362345592522
20.0,0.04035181286065758
15.5,0.025481721165844094
8.5,0.018777541084950878
11.0,0.027832016610258838
9.0,0.007509023001218309
14.0,0.03968414897721083
28.5,0.12208413260429526
7.0,0.011312362375660448
9.5,0.01860039228280041
11.5,0.013343323011072928
6.5,0.018396636126546732
6.5,0.014841413941521681
5.5,1.8468808650070503E-4
6.5,0.012791064467368172
10.5,0.030227488787341234
8.0,0.00994401656264223
9.0,0.01916424520330525
10.0,0.023111049259534028
5.0,0.01198834331717168
10.5,0.039459887157587116
7.5,0.01504485843800573
8.5,0.02441917514912163
28.0,0.07269074151020992
10.0,0.023969816536811253
11.0,0.015783705346262854
9.5,0.036217529186931836
4.0,0.0020981285783952665
7.5,0.0090630471656822
10.0,0.018878133575194272
5.5,0.008182169944306048
6.0,0.007699507887942508
29.5,0.1031724650116477
52.0,0.23121704747081176
5.5,0.011387806123993073
5.5,0.01938732321619956
6.5,0.011986400410871016
15.0,0.03063825707677043
8.0,0.023050804985100752
10.0,0.01500531668381777
9.5,0.019431479631977853
33.0,0.11277624956913682
2.5,0.0022931502991700215
6.5,0.012601453302228685
52.0,0.23597038017533345
8.0,0.022059165673671846
29.0,0.13520808387267372
8.5,0.014458338741108294
6.5,0.015393683691905389
12.5,0.03475122315048767
35.0,0.10897119928313814
6.0,0.015362664939523422
15.5,0.040624677768275254
5.0,0.011450738248377033
16.0,0.06016947584727229
5.5,0.01341302673110143
4.5,0.005076483543738305
6.0,0.0067084040956514705
6.5,0.013801461362188811
5.0,0.01036976179362988
13.0,0.03613718914898557
7.5,0.012693912286751999
10.5,0.0255997023451802
11.0,0.03610921101819699
3.5,0.0032841973641731174
6.5,0.011031189032384798
11.0,0.02285962070974222
12.0,0.031799848381835194
5.5,0.009342016029150035
4.0,0.0051063452674547745
20.0,0.06287369047039898
7.5,0.021875785503270045
4.0,0.005966392620848953
7.5,0.009582279591077249
12.0,0.027708240489233517
6.0,0.022202226621562716
7.5,0.0200161353144344
13.0,0.03144857086343285
6.0,0.012636420049814714
23.5,0.07302495979008264
7.0,0.011498272748809883
8.0,0.01631450717185919
10.0,0.019645069075437005
4.0,0.005644607427934378
9.5,0.019513468172906615
4.0,0.0032964723581844755
12.0,0.0229434684006731
7.0,0.01590952868878168
9.0,0.027823510664319744
17.0,0.05556418648783733
24.5,0.1151991647434053
8.5,0.015888435756057823
12.5,0.023861889777997393
16.5,0.04410233277349504
9.5,0.022557126821675606
9.0,0.018276018329952706
5.5,0.01615908643451603
9.5,0.02247190855399653
16.0,0.05773094079036761
4.0,0.010907987922895261
5.5,0.012739444672262084
6.5,0.016684387355763653
9.0,0.029445865638701968
8.5,0.023140471792534922
9.5,0.022507376256990796
14.0,0.02337662949516537
14.0,0.04202657656126054
8.0,0.015644224175911332
16.5,0.059635580472932895
16.5,0.058707254958794176
9.5,0.023396387649264223
11.5,0.025477528861849202
8.5,0.020378455912887294
3.0,0.004865186887166301
4.5,0.011067853545657447
28.0,0.11621755323942753
14.5,0.04937859723656296
6.5,0.012284777537665825
9.0,0.023012625637815025
5.5,0.012656607336758625
9.5,0.024225497711777715
7.0,0.021775674341667137
4.0,0.0062789592533501574
24.0,0.060841492609310134
11.5,0.04357095065812562
6.0,0.013994959743542593
11.5,0.03124893571300455
14.0,0.0513648363545773
10.0,0.030734636148884206
5.0,0.012512337870030059
6.0,0.010758518273800604
4.0,0.008466228798241021
7.5,0.023222667910751
7.0,0.011308566939201922
4.0,0.006633766222571503
44.0,0.1553764183578451
6.5,0.01131779728152825
7.5,0.016960048374964985
9.0,0.01571884555202819
7.0,0.01455257409926749
21.0,0.05371081883243976
15.0,0.05300933640700238
8.0,0.028698777564240125
3.5,0.005298229997276829
8.0,0.020113372166059178
7.0,0.019023328825857583
13.0,0.026091687149823992
6.5,0.012535940317095132
14.5,0.03791686829374951
13.0,0.04782757002516662
11.0,0.027829095827870378
10.5,0.016279856910180166
12.5,0.028424148690528672
7.5,0.02362895911501386
12.5,0.02370034540965002
13.0,0.046217592038413156
8.5,0.015903655902324797
7.0,0.017850534998519862
5.5,0.008868734697657782
16.5,0.018012588880813408
20.0,0.057165570318135434
7.0,0.023094087770034768
11.0,0.034891959065634366
11.5,0.03644659189986813
29.0,0.08312733727883623
6.0,0.011805461906742639
52.0,0.21261204122114555
6.0,0.010982632015286304
52.0,0.22997495421021324
8.0,0.020858563727057872
8.5,0.02210371482709134
6.0,0.011768839994021629
6.5,0.0189032395311811
7.0,0.021990849658464567
32.0,0.14006262928256114
15.0,0.04585176806603677
19.5,0.07244726499314223
20.0,0.08062279860768617
9.5,0.012672806124875077
6.0,0.014743937187045787
5.5,0.010730598983036835
11.5,0.02830333550268714
6.0,0.008141848240288919
7.0,0.020001671328807112
3.5,0.0052420658752670045
18.5,0.0460777137441144
5.5,0.009556254454917942
8.5,0.021872078658458024
11.0,0.02733535510009951
3.7,0.004196938530476771
11.5,0.030841415723366346
9.0,0.027668060014448454
10.0,0.009956549865546659
4.0,0.004932857884889877
4.5,0.010344705019683287
12.5,0.03324014448591884
8.0,0.02685832311893415
9.5,0.03162111700868841
8.5,0.021883178689679362
6.0,0.014536996466755422
44.0,0.15595214461708465
15.5,0.054482395376941564
5.0,0.009696708333769557
9.0,0.032881761081953974
15.5,0.04790120642397037
25.5,0.12694627028079364
5.5,0.0077466771591529985
